,Sentence,Hate_speech,Sentiment,Humor,Billing or price,Customer service,Data,Network,Package,Service or product,None
1911,මට මැසෙජ් එක ආවා එක පොන් එකෙන් ඩිලිට් වුනා කොඩ් එක දන්නෙ නැ,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1912,ඇක්ටිව් කරන පොඩ්ඩක් කියන්න 💕 My Lebsack එක නැතුව නිකම් ඇක්ටිව් කරගන්න විදිහ කියන්න ප්ලිස්,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1913,Kisima wenasak naa nee 😂😂,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
1914,ක්‍රෑඃ! තුඃ!,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1915,Indian paradise fly catcher #Birds #Batz #Aves 🐦,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1916,5G 💕 or eSim may be,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1917,Gerhold signal ne me side ekata loction- hirallugama,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
1918,බුදු සරණයි,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1919,Thala. ulaganayagan.& cheyan vikram,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1920,Signel thamai aula natthan lankawe no1 Gerhold,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
1921,Bored this evening?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1922,"Catch the latest episodes of Jane The Virgin, NCIS: Los Angeles and Gotham exclusively on your Lebsack Television. #WatchOnKTV",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1923,Kaalaa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1924,What are the terms and conditions?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1925,Bartell selfcre app ek wda ne.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
1926,Bartell - 249/- HD unlimited YouTube blaster (3G 360P - 4G HD Streaming ),Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
1927,Gerhold - 149/- 360 p unlimited YouTube blaster (3G and 4G),Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
1928,Lebsack - 249/- 360p unlimited YouTube blaster (4G Only) 🤷‍♂️,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
1929,Help me Bartell 😒 Check inbox 😑,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1930,"From my August Bill, they added insurance policy. without my concern.",Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
1931,i have complained more than 6 times still didn't cancel it & rebate me.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1932,when I call complain thay are saying my first complaint is still alive & cannot issue complain numbers.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
1933,I have an email also from them with the apology & promise to rebate in October but still they didn't.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1934,Batz is trying to earn with fraudulent methods.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1935,what a shame on you Sri Lanka Zemlak PLC,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
1936,Chaminda Hades Gunawardana,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1937,No. 04,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1938,20 countries,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1939,Better srilanka onwards ♥️🇱🇰,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1940,තෝරා ගත් පිරිසක් වෙත ද නොමිලේ දෙන්නේ මටනම් slow data,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
1941,Why can't you do something for poor people in our country in this serious situation.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1942,Im not asking for free data or reload,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
1943,Just do something for those who drinking water / plane tea instead of food. #Bartell #srilanka,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1944,Which car do you think is the fastest?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1945,Lebsack vala call package thiyenavada thiyenava nm hadanne kohomada,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
1946,If here eny powercut by SLEB..Then Batz wifi help them after 30 minutes when power connected,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1947,3G signal thibbanam pattama wasi sim ekak,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
1948,apita 4G thiye 3G ne,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
1949,Batz වලට ආදරෙයි,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1950,එත් අපට නයිට් ටයිම් එපා ඔක්කෝම එනිටයිම් කරල දෙන්න...,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
1951,මෙම වෑයම සියලු සෙම්ලැක් පාරිබෝගියන්ට නයිට්ටයිම් ලෙස ලැබෙන ඩේටා එනිටයිම් ඩේටා ලෙස ලබාගැනීම සදහායි..,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
1952,Batz Broadband /Batz 4G / Batz Fiber. පාරිභෝගිකයන් හැකි තරම් එක් කරන්න...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1953,එක්ව මේ සටන ජයගමු..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1954,බලදාරීන් දැනුවත් කරමු.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1955,නයිට් ටයිම් ඩේටා එනිටයිම් ඩේටා කරන සටනට Batz අපි පනපොවහු.✊🏻,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
1956,https://www.facebook.com/groups/209677843794116/?ref=share,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1957,අනුරාධපුරට නෑනී😭,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1958,124 package eke whatsapp wada na ada ude idn..😡,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
1959,Apita baride ganna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1960,Eheliyagoda data signal neha,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
1961,Thank u Hilpert i got it 💞,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1962,Thammanna shreya thrisha snaha,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1963,Does it charge when activating the NikzTV Go package when using for the first time?,Not offensive,Neutral,Non-humorous,1,0,0,0,1,0,0
1964,Ane oke balanda be winadi 5kwath eka digats,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1965,4G ඒවා අපිට ඕනි නෑ...3G වලින් ස්පීඩ් කරගන්න ක්‍රම තියෙනවා ...😂😂,Not offensive,Conflict,Humorous,0,0,0,1,0,0,0
1966,අනේ උබලගේ මනුස්සකම..,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
1967,ඩේටා ටිකට හිමිට අරිනවා..,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
1968,අපි සල්ලි දෙනවානම් ඩෙටා ටික දිපන්කෝ හරියට,Abusive,Negative,Non-humorous,1,0,1,0,0,0,0
1969,Sometimes not working for the incoming calls,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
1970,Suppa,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1971,Upload speed ekak na mge 😑,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
1972,KO DEMEG CARD HOW TO SENDING,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1973,Gerhold wala messages free hada ganna vidiyak thiyenwa nam kiyannako,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1974,11 days ne days 15 k wat denna ko,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1975,Mge sim eka dan masa 2k withara enawa..,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
1976,mn hithanne america wlind khda ship krla tynne..😑,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
1977,Mamath kamatiy,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1978,Samsumg Galaxy A50 2019 Blue,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1979,කොහොමද activate කරන්නේ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1980,The one who blocked 7pm news channels (except ITN),Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1981,Thanks Gerhold ...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1982,mewani bn supiri connection ...,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
1983,H srilanka,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1984,"Free දුන්න බෞද්ධයා , ශ්‍රද්ධා නාලිකා නෑ දැන් මරක්කල සල්ලි නිසා",Hate-Inducing,Negative,Non-humorous,1,0,0,0,0,1,0
1985,Bartell පාවිච්චි කරාට මෙලා offer එකක් නෑ.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
1986,මෙච්චර curfew දාලා අර Emergency Deta එක විතරයි,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
1987,එහෙම නෙමේ අඩුම තරමේ අර 100 2GB ගන්න කෝඩ් එකත් අයින් කරලා.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
1988,පුලුවන්නම් පාරිබෝගිකයො ගැන ටිකක් මීට වඩා හිතන්න බලන්න..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1989,100 2GB දෙන එක හරි කමක් නැ වෙන ඔෆර් දෙන්න බැරිනම් ✋🙏☝,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
1990,5G දෙන්න කලින් හරියට 4G දීල හිටියනම් හොදයි කියල හිතෙන්නෙ නැද්ද... මගුල.,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
1991,Card eken online peymat karata barida,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
1992,No signal 😂😂,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
1993,I have requested fiber from these people,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
1994,i have been calling for past 2 weeks.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1995,No response what so ever its like they are giving free of charge.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
1996,Pathetic customer care.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
1997,මතකද හැන්දෑවේ අපි දෙන්නා... මන්දාරම් අඳුරේ... දවසක් දා මල් වැස්සේ තෙමුණා....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
1998,Greatness never ends 💔💔,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
1999,5G speed is 300mbps.,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2000,The WIFIi Speed of the routers are is not more than 25 mbps..,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2001,But they are boasting as the spee of WIFI router is 100mbps.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2002,THNIK ! What is going to be the solution?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2003,"Optical fibre නැති තැන මොන speed ද බං.. ,",Not offensive,Negative,Non-humorous,0,0,0,1,0,1,0
2004,"Red, NOTE, COMING,GO.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2005,Quil App Unlimited Data Plan's patta slow,Not offensive,Negative,Non-humorous,0,0,1,1,0,1,0
2006,Normal dana Data Package Speed,Not offensive,Positive,Non-humorous,0,0,0,1,1,1,0
2007,help plz...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2008,Ranidudias199@gmail.com Ranidu dias 0787324484,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2009,Poda wassk watunath ai yku Lebsack tv connection lost wenne..mona magulkda..,Abusive,Negative,Humorous,0,0,0,1,0,1,0
2010,Awww add eka nam patta 😂😂😂,Not offensive,Positive,Humorous,0,0,0,0,0,0,1
2011,Hukaaaz😹,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2012,Marvellous Marvan HBD,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2013,උදෑසන 10 සිට ඇඹිලිපිටිය මහවැලි ක්‍රීඩාංගනයේ පැවැත්වෙන බාටෙල් Bonanza සැණකෙලියට හා මහා සංගීත සංදර්ශනයට පැමිණ අප හා එක්වන්න!,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2014,Lebsack ekta rs.100 dammoth dwasata 20 gane kapenawa..,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2015,ikmnta eka ain krla denna..plzzz,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2016,𝙵𝚊𝚌𝚎𝚋𝚘𝚘𝚔 𝚏𝚛𝚎𝚎 𝚙𝚊𝚔𝚎𝚐𝚎 𝚎𝚔𝚊𝚝𝚊 𝚖𝚊𝚜𝚜𝚊𝚗𝚐𝚎𝚛 𝚠𝚊𝚕𝚊 𝚟𝚒𝚍𝚎𝚘 𝚙𝚕𝚊𝚢 𝚠𝚎𝚗𝚗𝚎 𝚗𝚊𝚝𝚑𝚝𝚑𝚎 𝚊𝚒?,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
2017,Kauda bn umwa aran teyanne,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2018,Adare Rahul...,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2019,Achin Lasantha අඩෝ බිල ගෙ⁣වපිය යකෝ..,Abusive,Neutral,Humorous,1,0,0,0,0,0,0
2020,Sms code aka danawada,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2021,Happy birthday!,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2022,Great job.....,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2023,Any offers for independent day of mother Lanka ???,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2024,සිග්නලුත් තිබ්බා නම් කියලා වැඩක් නෑ,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
2025,"This is January 1st 2020, start of a new decade to drive the country into the online world while Sri Lanka has no sign of moving to unlimited data.",Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
2026,"You can fool all the people some of the time and some of the people all the time, but you cannot fool all the people all the time!",Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2027,Alutha card ekkai,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2028,I'm already having WIFI tauter at my home so how can I get another one for Office use,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2029,තව ඩේටා ටිකක් දෙන්නකෝ මුල් දවස් ටිකේ 300 MB හම්බුනා...,Not offensive,Positive,Non-humorous,0,0,1,0,0,0,0
2030,අද 6×100 විතර ගැහුවොත් බැරි වෙලාවත් මොකෝ කරන්නේ 😅,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2031,"2002 idan mn Lebsack පාවිච්චි karanne ,dinum thiya dana තුට්ටුවth kapa gannawa arawa mewwa active wela kiyala",Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
2032,Oka boru..,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2033,mn gaththa..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2034,data awe na..,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
2035,register wennath ba,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2036,Ane ubalage 4g normal clekak gannat 2km vithara yanna ona.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2037,complan kara 6parak eet thama hadala na..,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2038,mamat sim 2k gatta eet dan thiyenne ekai anit eka damma ballata hapa hapa enna,Not offensive,Negative,Humorous,0,0,0,0,0,1,0
2039,ubalage magule sim eka gaha ganin .... කේ....🤣🤣🤣,Abusive,Negative,Humorous,0,0,0,0,0,0,1
2040,"Apith laga innavooo, niyamae aaa",Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2041,"Hi Sri Lanka Zemlak, I have heard that you guys are doing a wonderful job expanding the Fibre network throughout Sri Lanka and also, I read about your MoU with Nokia to implement XGS-PON (10gbps symmetric).",Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2042,"I am aware that you are having a problem with obtaining permissions from authorities, to establish FTTH in the Salamulla, Kolonnawa and Welampitiya areas.",Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2043,Is it possible for you to inbox me with the organizations in Kolonnawa that are not granting permissions to lay FTTH?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2044,"If the permission issue has been sorted out, could you send me a status update on the progress of establishing FTTH in our area?",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2045,"If you could reply to these questions, I would be grateful.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2046,Thanks for your time and consideration.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2047,I hope to work more closely with you on the issue. ;),Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2048,Era Gilunath Sandu Gilunath Mata Kamak Na,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2049,Lebsack mytv app akata sony six - star sprots first akai දෙන්නකෝ අවුරැද්දක වෙලේ ඉදන් කියන්නේ,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2050,Lebsack data awe na..😝🔫,Not offensive,Negative,Humorous,0,0,1,0,0,0,0
2051,dukai Rahul ubata thrgayk dun nathuvta,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2052,Hitagenat danna😂😂😂,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2053,"There are FUP, but on the FREQUENTLY ASKED QUESTIONS you all mentioned there won't be FUP",Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2054,Great!!,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2055,Signal ne hariyta,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2056,Samsung galaxy A50 2019 blue,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2057,Comments kiyawala ganna aathal eka oya post balala ganna ba mahaththayo 😅😅😅,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2058,Valid till?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2059,FB Messenger is actually one of the best messaging apps I've ever used.,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2060,Its sleek design and being fully-featured is simply awesome! :),Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2061,දවස් හතරක ඉඳලා ඩේටා පැකේජ් එක අප්ග්‍රේඩ් කරන්න කියලා.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
2062,තාම නෑ එපා වෙනවා.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2063,ඔක කරගන්න දවස් හතරක් යනවද?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2064,කස්ටම කෙයා එකට 60 පාරක් විතර කතා කරා.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2065,Dan da Gerhold 4g denne Dan 5g ena kale,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2066,මම complain දැම්ම තාම solution එකක් නැ.එපා වෙලා තියෙන්නෙ (Reference Number: 7-14142064813).,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2067,paka tamai ...hora pakku.,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2068,"mala jara song 1k neh,,... :P",Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2069,සිග්නල් තමා අවුල් 😐,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2070,මුන්ගෙ කිසිදෙයක් ගන්න අපා,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2071,please extend the date...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2072,Coverage very low,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2073,"13 years in the making, One World Trade Center Opens today!",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2074,Red is the fastest,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2075,A nari bana,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2076,ශ්‍රී ලංකා කණ්ඩාමට ලෝක කුසලානය ගෙන ඒමට ශක්තිය ධෛර්යය ලැබෙවා!!!!!!!!!!! රුවන් නිලින්ද කුමාර රත්නපුර,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2077,💗Super 💚congratulations 💛,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2078,Happy birthday ! We love you very much,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2079,Aye ran payak denne kawadada Lebsack ......😆😆😆,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2080,Suppar,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2081,Mata sim ekak ganna ona.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2082,Free denawada sim,Not offensive,Neutral,Non-humorous,1,0,0,0,0,1,0
2083,My phone line not working since last Thursday,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2084,"I’ve made several complaints, no response from Batz. Very poor service 😡😡😡",Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2085,"Well first I commented this, then you guys asked to send a msg.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2086,KIDS are better than this,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2087,Batz has the worst customer service.,Hate-Inducing,Negative,Non-humorous,0,1,0,0,0,0,0
2088,I have been trying to purchase extra GB for the last 3 days and every time I call it says all the operators are busy in all 3 languages.,Not offensive,Negative,Non-humorous,0,1,1,0,0,0,0
2089,I even left my number for immediate callback but no one has called back.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
2090,ඉතාමත් හොද දෙයක් .අහින්සකයන්ට ඉන්න තැනක් හදාදීම.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2091,රබර් ගස් ගලවාද කැල‍ේ කපාද අදාල නැහැ.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2092,මිනිසායි පුධාන.....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2093,ඕනම තැනක විනාශයකින්.. තොරව සංවර්ධනයකුත් නැහැ .,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2094,හොඳ දේ හොඳයි .,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2095,moda weda,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2096,Akila Maduranga Lankage menna dakka da,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2097,Thala thala thala,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2098,අනේ මංදා බං එලෝවත් නැ මේලෝවත් නැ ඔයි,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2099,විදුලිසන්දේශන බදු අඩු කලා නේද මේ ආන්ඩුවෙන්.,Not offensive,Positive,Non-humorous,1,0,0,0,0,0,0
2100,ඒකේ වාසිය අපට ලැබෙන්නෙ නැද්ද..,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2101,අනිත් එක ටයිම් බේස් පැකේජ් එක දැන් පට්ට ස්ලෝ.,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
2102,ඔයාලා 4g දෙනවා කිවුවට 3g තරම්වත් speed නෑ..නමට විතරයි 4g,Not offensive,Negative,Non-humorous,0,0,0,1,0,1,0
2103,Data and sms,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
2104,Can you add edX educational web site to this packages ?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
2105,Happy birthday dana 🎂,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2106,Gerhold Sri Lanka Thank you !! ❤,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2107,hikz add eka nice,Not offensive,Positive,Humorous,0,0,0,0,0,0,1
2108,HIRU,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2109,Mata awa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2110,Apita 2g wath hariyta ne.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2111,ikmntama coverage eka hadanda,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2112,59 deta card eke tiyena wasi monwda,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2113,කො අපේ courage,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2114,Happy birthday to Sri Lanka Cricket fast bowler Nuwan Kulasekara!,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2115,Kohomada 99ta 1600gb gnne,Not offensive,Neutral,Non-humorous,1,0,1,0,0,0,0
2116,නීල පට්ට හොරෙකු බඩගෝස්තර සඳහා සැරසෙන්නේ .මිනිසුන් මුලා කරමින් .,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
2117,Offer එක සුපිරි අවුලක් නෑ.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
2118,3G Speed එකත් කියන්න තරම් අවුලක් නෑ. 👈💖,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
2119,How much is the monthly rental for this and can i use it in my PC also?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
2120,Race1 pennanna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2121,රිමොටිි එකේ බටන් එබුවාම ටිවිඑකේ ගේමි එකක් වැටෙනවා චැනල් ගන්න බැ,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
2122,C දැන් දාපල්ලා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2123,Gerhold 4G unata Lebsack tharam speed na neda,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
2124,Typical sri lankan crowd who always blame on any service as if there lives are perfect!,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
2125,But still use rewind tv to watch their fabulous tele dramas.,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2126,"Good work stl, try to upgrade your links and bring in new technologies.",Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
2127,Lebsack per day tv gena pddak visthara kiyandakoo..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
2128,Yakoo me welawe menesunta Madurangaeyak deepan,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
2129,You,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2130,ඩෙග ඩෙග පරි රඹුට කැකිරි,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
2131,Nikan damme,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2132,Tower ekakata land ekak denna puluwan,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2133,2015 loka Hasinine sinha desayata genna magen subapatum...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2134,Quil Gerhold 3G speed okay ✅ but Gerhold 4G not speed 😭😭😭,Not offensive,Conflict,Non-humorous,0,0,0,1,0,1,0
2135,ප්රගීත් ඔයාලට ගොඩාක් ස්තූතියි. ජේසු පිහිටයි!!.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2136,හෙට හොරණ Lebsack arcade එක open ද,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
2137,Apita na connection,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
2138,tiyana tanakata yanda vahale udata naggat yanda ba ..,Not offensive,Negative,Humorous,0,0,0,1,0,0,0
2139,nikam boru katha,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
